table,endpoint2,order,original_name,auto_processed_name,replacement_name,description,processing_notes,question
crop_production_2,CropProduction,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
crop_production_2,CropProduction,NA,CropsPlanted,crops_planted,NA,Which crops are planted at the site? Select all that apply.,semicolon separated,NA
crop_production_2,CropProduction,NA,TypeOfSystem,type_of_system,NA,What type of crop production system is it? Select one option: family owned; corporate; government.,3-cat var,NA
crop_production_2,CropProduction,NA,PurposeHouseholdLevel,purpose_household_level,household_crops,Which crops are grown for household purposes?,semicolon separated,NA
crop_production_2,CropProduction,NA,PurposeVillageLevel,purpose_village_level,village_crops,Which crops are grown for village purposes?,semicolon separated,NA
crop_production_2,CropProduction,NA,PurposeLargeScaleProduction,purpose_large_scale_production,large_scale_production_crops,Which crops are grown for large scale production purposes?,semicolon separated,NA
crop_production_2,CropProduction,NA,CropRaidingPestPrevention,crop_raiding_pest_prevention,NA,What are the observed practices or signs of practices used for preventing crop raiding and pest damage? Select all that apply,semicolon separated,NA
crop_production_2,CropProduction,NA,FertilizersUsed,fertilizers_used,NA,What types of fertilizers are used on the crops? Select all that apply: chemical fertilizer; animal manure or guano; none.,semicolon separated,NA
crop_production_2,CropProduction,NA,PoultyFertilizer,poulty_fertilizer,poultry_fertilizer,Is this the source of manure fertilizer? Select all that apply: composted or dried manure; fresh manure; none; N/A.,semicolon separated,NA
crop_production_2,CropProduction,NA,CamelFertilizer,camel_fertilizer,NA,Is this the source of manure fertilizer? Select all that apply: composted or dried manure; fresh manure; none; N/A.,NA,NA
crop_production_2,CropProduction,NA,CattleFertilizer,cattle_fertilizer,NA,Is this the source of manure fertilizer? Select all that apply: composted or dried manure; fresh manure; none; N/A.,NA,NA
crop_production_2,CropProduction,NA,SwineFertilizer,swine_fertilizer,NA,Is this the source of manure fertilizer? Select all that apply: composted or dried manure; fresh manure; none; N/A.,NA,NA
crop_production_2,CropProduction,NA,BatGuanoFertilizer,bat_guano_fertilizer,NA,Is this the source of manure fertilizer? Select all that apply: composted or dried manure; fresh manure; none; N/A.,NA,NA
crop_production_2,CropProduction,NA,BirdGuanoFertilizer,bird_guano_fertilizer,NA,Is this the source of manure fertilizer? Select all that apply: composted or dried manure; fresh manure; none; N/A.,NA,NA
crop_production_2,CropProduction,NA,GoatFertilizer,goat_fertilizer,NA,Is this the source of manure fertilizer? Select all that apply: composted or dried manure; fresh manure; none; N/A.,NA,NA
crop_production_2,CropProduction,NA,CropStorageAtSite,crop_storage_at_site,NA,Are crops stored at this site after harvest? Select all that apply: yes; no; unknown.,NA,NA
crop_production_2,CropProduction,NA,CropsStoredInDwellings,crops_stored_in_dwellings,NA,Which crops are stored in dwellings? Select all that apply.,semicolon separated,NA
crop_production_2,CropProduction,NA,CropsStoredOutsideSacks,crops_stored_outside_sacks,NA,Which crops are stored in outside sacks? Select all that apply.,NA,NA
crop_production_2,CropProduction,NA,CropsStoredSiloGranary,crops_stored_silo_granary,NA,Which crops are stored in silo / granary? Select all that apply.,NA,NA
crop_production_2,CropProduction,NA,CropsStoredNotObserved,crops_stored_not_observed,NA,Which crops are not observed being stored? Select all that apply.,NA,NA
crop_production_2,CropProduction,NA,CropsStoredOther,crops_stored_other,NA,Which crops are stored in other places? Select all that apply.,NA,NA
crop_production_2,CropProduction,NA,RodentsInCrops,rodents_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",semicolon separated,NA
crop_production_2,CropProduction,NA,BatsInCrops,bats_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,NHPInCrops,nhp_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,BirdsInCrops,birds_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,CarnivoresInCrops,carnivores_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,UngulatesInCrops,ungulates_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,ElephantsInCrops,elephants_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,PangolinsInCrops,pangolins_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,PoultryInCrops,poultry_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,GoatsInCrops,goats_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,CamelsInCrops,camels_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,SwineInCrops,swine_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,CattleInCrops,cattle_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,HorsesInCrops,horses_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,DogsInCrops,dogs_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
crop_production_2,CropProduction,NA,CatsInCrops,cats_in_crops,NA,"Is there evidence (direct observation, signs, scat, tracks) of this taxa of animals feeding on or visiting crop fields or stored crops? Select all that apply: in crop fields; in stored crops; none.",NA,NA
dwellings_2,Dwellings,NA,Country,country,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,SiteName,site_name,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,District,district,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,SiteLatitudeUnrounded,site_latitude_unrounded,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,SiteLongitudeUnrounded,site_longitude_unrounded,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,EventLatitudeUnrounded,event_latitude_unrounded,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,EventLongitudeUnrounded,event_longitude_unrounded,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,EventDate,event_date,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
dwellings_2,Dwellings,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
dwellings_2,Dwellings,NA,TypeOfSettlement,type_of_settlement,NA,Are there temporary or permanent human settlements in this area? Select all that apply: permanent; temporary.,comma-separated,NA
dwellings_2,Dwellings,NA,TypeOfDwelling,type_of_dwelling,NA,What are the types of dwellings at sampling site/event? Select all that apply.,comma-separated,NA
dwellings_2,Dwellings,NA,RodentsInDwelling,rodents_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,BatsInDwelling,bats_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,NHPInDwelling,nhp_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,BirdsInDwelling,birds_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,CarnivoresInDwelling,carnivores_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,UngulatesInDwelling,ungulates_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,PangolinsInDwelling,pangolins_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,PoultryInDwelling,poultry_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,GoatsInDwelling,goats_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,CamelsInDwelling,camels_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,SwineInDwelling,swine_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,CattleInDwelling,cattle_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,HorsesInDwelling,horses_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,DogsInDwelling,dogs_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,catsInDwelling,cats_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,UnknownTaxaInDwelling,unknown_taxa_in_dwelling,NA,"Has this animal taxa been observed inside the dwelling, and why? Select all that apply.",comma-separated,NA
dwellings_2,Dwellings,NA,HealthcareFacilityAvailable,healthcare_facility_available,NA,Is there a healthcare facility that can be accessed within 1 day?,yes/no,NA
dwellings_2,Dwellings,NA,CapacityForMedicalTreatment,capacity_for_medical_treatment,NA,"If there is a healthcare facility, does it have the capacity for medical treatment?","yes/no/""N/A""",NA
dwellings_2,Dwellings,NA,CapacityForPreventativeServices,capacity_for_preventative_services,NA,"If there is a healthcare facility, does it have the capacity for preventative services?","yes/no/""N/A""",NA
dwellings_2,Dwellings,NA,PostedPreparednessPlan,posted_preparedness_plan,NA,"If there is a healthcare facility, does it have posted ebola or other disease outbreak preparedness plan?","yes/no/""N/A""",NA
dwellings_2,Dwellings,NA,CapacityForPharmacyServices,capacity_for_pharmacy_services,NA,"If there is a healthcare facility, does it have the capacity for pharmacy services?","yes/no/""N/A""",NA
extractive_industry_2,ExtractiveIndustry,NA,Country,country,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,SiteName,site_name,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,District,district,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,SiteLatitudeUnrounded,site_latitude_unrounded,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,SiteLongitudeUnrounded,site_longitude_unrounded,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,EventLatitudeUnrounded,event_latitude_unrounded,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,EventLongitudeUnrounded,event_longitude_unrounded,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,EventDate,event_date,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,CoalAtSite,coal_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,ColtanAtSite,coltan_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,GemstoneAtSite,gemstone_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,ElectricityAtSite,electricity_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,TinAtSite,tin_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,GoldSilverAtSite,gold_silver_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,LeadAtSite,lead_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,OilGasAtSite,oil_gas_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,TimberPlantAtSite,timber_plant_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,OtherAtSite,other_at_site,NA,??,NA,NA
extractive_industry_2,ExtractiveIndustry,NA,CoalBeforeConversion,coal_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,CoaltanBeforeConversion,coltan_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,GemstoneBeforeConversion,gemstone_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,ElectricityBeforeConversion,electricity_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,TinBeforeConversion,tin_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,GoldSilverBeforeConversion,gold_silver_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,LeadBeforeConversion,lead_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,OilGasBeforeConversion,oil_gas_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,TimberPlantBeforeConversion,timber_plant_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,OtherBeforeConversion,other_before_conversion,NA,"For each extractive industry at the site, what was the state of land before conversion? Select all that apply.",comma-separated 6-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,MoveResources,move_resources,NA,"Which of the following are used to move the resource (e.g. timber, ore oil) and/or staff to and from the facility? Select all that apply",semicolon-separated 7-cat var,NA
extractive_industry_2,ExtractiveIndustry,NA,RoadsBeingBuilt,roads_being_built,NA,Are roads being built at the site?,yes/no,NA
extractive_industry_2,ExtractiveIndustry,NA,MealsProvided,meals_provided,NA,Is there a place where meals are provided or food is sold?,yes/no,NA
extractive_industry_2,ExtractiveIndustry,NA,HealthcareFacilityAvailable,healthcare_facility_available,NA,Is there an on-site healthcare facility available to workers?,yes/no,NA
extractive_industry_2,ExtractiveIndustry,NA,CapacityForMedicalTreatment,capacity_for_medical_treatment,NA,"If there is a healthcare facility, does it have the capacity for medical treatment?","yes/no/""N/A""",NA
extractive_industry_2,ExtractiveIndustry,NA,CapacityForPreventativeServices,capacity_for_preventative_services,NA,"If there is a healthcare facility, does it have the capacity for preventative services?","yes/no/""N/A""",NA
extractive_industry_2,ExtractiveIndustry,NA,PostedPreparednessPlan,posted_preparedness_plan,NA,"If there is a healthcare facility, does it have posted ebola or other disease outbreak preparedness plan?","yes/no/""N/A""",NA
extractive_industry_2,ExtractiveIndustry,NA,CapacityForPharmacyServices,capacity_for_pharmacy_services,NA,"If there is a healthcare facility, does it have the capacity for pharmacy services?","yes/no/""N/A""",NA
market_value_chain_2,MarketValueChain,NA,Country,country,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,SiteName,site_name,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,District,district,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,SiteLatitudeUnrounded,site_latitude_unrounded,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,SiteLongitudeUnrounded,site_longitude_unrounded,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,EventLatitudeUnrounded,event_latitude_unrounded,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,EventLongitudeUnrounded,event_longitude_unrounded,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,EventDate,event_date,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
market_value_chain_2,MarketValueChain,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,NodeAlongValueChain,node_along_value_chain,NA,What is the node along value chain? Select one option: distributor/middle man; in transit; point of sale; source of animals (area of capture or farm).,4-cat variable,NA
market_value_chain_2,MarketValueChain,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
market_value_chain_2,MarketValueChain,NA,NumberVendors,number_vendors,NA,How many vendors or workers are at the site/event? Select one option.,5-cat variable,NA
market_value_chain_2,MarketValueChain,NA,RodentsForSale,rodents_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,BatsForSale,bats_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,NHPForSale,nhp_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,BirdsForSale,birds_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,CarnivoresForSale,carnivores_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,UngulatesForSale,ungulates_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,PangolinsForSale,pangolins_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,PoultryForSale,poultry_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,GoatsForSale,goats_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,CamelsForSale,camels_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,SwineForSale,swine_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,CattleForSale,cattle_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,HorsesForSale,horses_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,DogsForSale,dogs_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,CatsForSale,cats_for_sale,NA,Which taxa are for sale in the market or value chain? In what form(s)?,semicolon separated 5-cat var,NA
market_value_chain_2,MarketValueChain,NA,NbrTaxaTogether,nbr_taxa_together,NA,What is the maximum number of taxonomic groups in one holding area or cage?,4-cat variable,NA
market_value_chain_2,MarketValueChain,NA,WildDomesticTogether,wild_domestic_together,NA,Are wild animals and domesticaed animals held together in one holding area or cage?,yes/no,NA
market_value_chain_2,MarketValueChain,NA,AnimalWastePresent,market_animal_waste_present,NA,What type of animal waste is present at the site/event? Select all that apply.,semicolon separated 4-cat var,NA
market_value_chain_2,MarketValueChain,NA,BiosecurityMeasures,market_biosecurity_measures,NA,What types of biosecurity measures are practiced at the facility? Select all that apply.,semicolon separated 6-cat var,NA
natural_areas_2,NaturalAreas,NA,Country,country,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,SiteName,site_name,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,District,district,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,SiteLatitudeUnrounded,site_latitude_unrounded,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,SiteLongitudeUnrounded,site_longitude_unrounded,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,EventLatitudeUnrounded,event_latitude_unrounded,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,EventLongitudeUnrounded,event_longitude_unrounded,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,EventDate,event_date,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
natural_areas_2,NaturalAreas,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,ProtectedArea,protected_area,NA,Is this a protected area?,yes/no,NA
natural_areas_2,NaturalAreas,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
natural_areas_2,NaturalAreas,NA,ProtectedAreaSize,protected_area_size,NA,"If this is a protected area, what is the approximate size of the protected area in square km?",NA,NA
natural_areas_2,NaturalAreas,NA,NameOfProtectedArea,name_of_protected_area,NA,"If this is a protected area, what is the name of the protected area?",NA,NA
natural_areas_2,NaturalAreas,NA,TypeOfSetting,type_of_setting,NA,What is the type of setting? Select all that apply.,"semicolon separated, 8-cat var",NA
natural_areas_2,NaturalAreas,NA,HumanImpacts,human_impacts,NA,What are the human impacts in the natural area? Select all that apply.,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,Country,country,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,SiteName,site_name,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,District,district,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,SiteLatitudeUnrounded,site_latitude_unrounded,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,SiteLongitudeUnrounded,site_longitude_unrounded,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,EventLatitudeUnrounded,event_latitude_unrounded,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,EventLongitudeUnrounded,event_longitude_unrounded,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,EventDate,event_date,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,RestaurantDescription,restaurant_description,NA,How would you best describe this restaurant: permanent structure; mobile/semi-permanent structure.,2-cat var,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,ChairsAvailable,chairs_available,NA,How many chairs are available at the restaurant (inside and outside)?,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,RodentsSold,rodents_sold,NA,Which taxonomic groups are sold at this restaurant and for what purpose? Select all that apply for each row.,comma-separated 6-cat var,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,BatsSold,bats_sold,NA,Which taxonomic groups are sold at this restaurant and for what purpose? Select all that apply for each row.,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,NHPSold,nhp_sold,NA,Which taxonomic groups are sold at this restaurant and for what purpose? Select all that apply for each row.,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,BirdsSold,birds_sold,NA,Which taxonomic groups are sold at this restaurant and for what purpose? Select all that apply for each row.,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,CarnivoresSold,carnivores_sold,NA,Which taxonomic groups are sold at this restaurant and for what purpose? Select all that apply for each row.,NA,NA
