GAINS3_SampleUnitID,GAINS3_SpecimenID,SpecimenID,AliquotID,SpecimenIDUnique,SpecimenDate,SpecimenType,SpecimenTypeGroup,SpecimenCondition,SamplingMethod,SampleContainer,StorageMedium,LabratoryStorageMethod,StorageLocationFacilityOriginal,StorageLocationInFacilityOriginal,StorageLocationAdressOriginal,StorageLocationFacilityCurrent,StorageLocationInFacilityCurrent,StorageLocationAdressCurrent,TimeFromCollectionToFreezing,SpecimenComments,SpecimenNotes,SpecimenCustomColumns,DateLastUpdated,SpecimenTypeID,CRDate,LMDate,Country
22,74,GVF-CM-ECO06538LU1,NA,GVF-CM-ECO06538LU1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
22,75,GVF-CM-ECO06538LV1,NA,GVF-CM-ECO06538LV1,2010-11-17,Liver,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Liver,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
22,76,GVF-CM-ECO06538OR1,NA,GVF-CM-ECO06538OR1,2010-11-17,Oral swab,oral/nasal/oropharyngeal swabs,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Oral swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
22,77,GVF-CM-ECO06538RR1,NA,GVF-CM-ECO06538RR1,2010-11-17,Rectal swab,rectal/anal swab,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Rectal swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
22,78,GVF-CM-ECO06538SI1,NA,GVF-CM-ECO06538SI1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
22,79,GVF-CM-ECO06538SP1,NA,GVF-CM-ECO06538SP1,2010-11-17,Spleen,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Spleen,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
22,80,GVF-CM-ECO06538DN1,NA,GVF-CM-ECO06538DN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,Ambient temperature,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
23,81,GVF-CM-ECO06539OR1,NA,GVF-CM-ECO06539OR1,2010-11-17,Oral swab,oral/nasal/oropharyngeal swabs,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Oral swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
23,82,GVF-CM-ECO06539RR1,NA,GVF-CM-ECO06539RR1,2010-11-17,Rectal swab,rectal/anal swab,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Rectal swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,83,GVF-CM-ECO06540F1,NA,GVF-CM-ECO06540F1,2010-11-17,Feces,feces,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Feces,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,84,GVF-CM-ECO06540KI1,NA,GVF-CM-ECO06540KI1,2010-11-17,Kidney,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Kidney,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,85,GVF-CM-ECO06540LE1,NA,GVF-CM-ECO06540LE1,2010-11-17,Liver,tissue/biopsy,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Liver,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,86,GVF-CM-ECO06540LI1,NA,GVF-CM-ECO06540LI1,2010-11-17,Colon,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Colon,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,87,GVF-CM-ECO06540LU1,NA,GVF-CM-ECO06540LU1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,88,GVF-CM-ECO06540LV1,NA,GVF-CM-ECO06540LV1,2010-11-17,Liver,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Liver,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,89,GVF-CM-ECO06540OR1,NA,GVF-CM-ECO06540OR1,2010-11-17,Oral swab,oral/nasal/oropharyngeal swabs,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Oral swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,90,GVF-CM-ECO06540RR1,NA,GVF-CM-ECO06540RR1,2010-11-17,Rectal swab,rectal/anal swab,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Rectal swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,91,GVF-CM-ECO06540SI1,NA,GVF-CM-ECO06540SI1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,92,GVF-CM-ECO06540SP1,NA,GVF-CM-ECO06540SP1,2010-11-17,Spleen,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Spleen,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,93,GVF-CM-ECO06540DN1,NA,GVF-CM-ECO06540DN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,Ambient temperature,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,95,GVF-CM-ECO06635VR,GVF-CM-ECO06635VR1,GVF-CM-ECO06635VR1,2012-09-11,Genital swab,uro/urogenital swab,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Genital swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
24,95,GVF-CM-ECO06635VR,GVF-CM-ECO06635VR2,GVF-CM-ECO06635VR2,2012-09-11,Genital swab,uro/urogenital swab,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Genital swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,96,GVF-CM-ECO06543LE1,NA,GVF-CM-ECO06543LE1,2010-11-17,Liver,tissue/biopsy,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Liver,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,97,GVF-CM-ECO06543LI1,NA,GVF-CM-ECO06543LI1,2010-11-17,Colon,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Colon,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,98,GVF-CM-ECO06543LU1,NA,GVF-CM-ECO06543LU1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,99,GVF-CM-ECO06543LV1,NA,GVF-CM-ECO06543LV1,2010-11-17,Liver,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Liver,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,100,GVF-CM-ECO06543OR1,NA,GVF-CM-ECO06543OR1,2010-11-17,Oral swab,oral/nasal/oropharyngeal swabs,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Oral swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,108,GVF-CM-ECO06543P,GVF-CM-ECO06543P1,GVF-CM-ECO06543P1,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,108,GVF-CM-ECO06543P,GVF-CM-ECO06543P2,GVF-CM-ECO06543P2,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,108,GVF-CM-ECO06543P,GVF-CM-ECO06543P3,GVF-CM-ECO06543P3,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,108,GVF-CM-ECO06543P,GVF-CM-ECO06543P4,GVF-CM-ECO06543P4,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,108,GVF-CM-ECO06543P,GVF-CM-ECO06543P5,GVF-CM-ECO06543P5,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,108,GVF-CM-ECO06543P,GVF-CM-ECO06543P6,GVF-CM-ECO06543P6,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,108,GVF-CM-ECO06543P,GVF-CM-ECO06543P7,GVF-CM-ECO06543P7,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,108,GVF-CM-ECO06543P,GVF-CM-ECO06543P8,GVF-CM-ECO06543P8,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,109,GVF-CM-ECO06543RR1,NA,GVF-CM-ECO06543RR1,2010-11-17,Rectal swab,rectal/anal swab,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Rectal swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,110,GVF-CM-ECO06543SI1,NA,GVF-CM-ECO06543SI1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,111,GVF-CM-ECO06543SP1,NA,GVF-CM-ECO06543SP1,2010-11-17,Spleen,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Spleen,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,112,GVF-CM-ECO06543BC1,NA,GVF-CM-ECO06543BC1,2010-11-17,Buffy coat,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Buffy coat,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,113,GVF-CM-ECO06543C1,NA,GVF-CM-ECO06543C1,2010-11-17,Red blood cells,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Red blood cells,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,114,GVF-CM-ECO06543C2,NA,GVF-CM-ECO06543C2,2010-11-17,Red blood cells,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Red blood cells,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,115,GVF-CM-ECO06543C3,NA,GVF-CM-ECO06543C3,2010-11-17,Red blood cells,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Red blood cells,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,116,GVF-CM-ECO06543DT1,NA,GVF-CM-ECO06543DT1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,124,GVF-CM-ECO06543H,GVF-CM-ECO06543H1,GVF-CM-ECO06543H1,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,124,GVF-CM-ECO06543H,GVF-CM-ECO06543H2,GVF-CM-ECO06543H2,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,124,GVF-CM-ECO06543H,GVF-CM-ECO06543H3,GVF-CM-ECO06543H3,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,124,GVF-CM-ECO06543H,GVF-CM-ECO06543H4,GVF-CM-ECO06543H4,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,124,GVF-CM-ECO06543H,GVF-CM-ECO06543H5,GVF-CM-ECO06543H5,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,124,GVF-CM-ECO06543H,GVF-CM-ECO06543H6,GVF-CM-ECO06543H6,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,124,GVF-CM-ECO06543H,GVF-CM-ECO06543H7,GVF-CM-ECO06543H7,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,124,GVF-CM-ECO06543H,GVF-CM-ECO06543H8,GVF-CM-ECO06543H8,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,125,GVF-CM-ECO06543KI1,NA,GVF-CM-ECO06543KI1,2010-11-17,Kidney,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Kidney,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,126,GVF-CM-ECO06543DN1,NA,GVF-CM-ECO06543DN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,Ambient temperature,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
25,127,GVF-CM-ECO06543ZAU1,NA,GVF-CM-ECO06543ZAU1,2010-11-13,Spleen,tissue/biopsy,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Spleen,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,128,GVF-CM-ECO06544BC1,NA,GVF-CM-ECO06544BC1,2010-11-17,Buffy coat,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Buffy coat,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,129,GVF-CM-ECO06544C1,NA,GVF-CM-ECO06544C1,2010-11-17,Red blood cells,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Red blood cells,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,130,GVF-CM-ECO06544C2,NA,GVF-CM-ECO06544C2,2010-11-17,Red blood cells,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Red blood cells,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,131,GVF-CM-ECO06544C3,NA,GVF-CM-ECO06544C3,2010-11-17,Red blood cells,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Red blood cells,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,132,GVF-CM-ECO06544F1,NA,GVF-CM-ECO06544F1,2010-11-17,Feces,feces,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Feces,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,135,GVF-CM-ECO06544H,GVF-CM-ECO06544H2,GVF-CM-ECO06544H2,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,135,GVF-CM-ECO06544H,GVF-CM-ECO06544H3,GVF-CM-ECO06544H3,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,135,GVF-CM-ECO06544H,GVF-CM-ECO06544H4,GVF-CM-ECO06544H4,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,136,GVF-CM-ECO06544KI1,NA,GVF-CM-ECO06544KI1,2010-11-17,Kidney,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Kidney,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,137,GVF-CM-ECO06544LE1,NA,GVF-CM-ECO06544LE1,2010-11-17,Liver,tissue/biopsy,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Liver,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,138,GVF-CM-ECO06544LI1,NA,GVF-CM-ECO06544LI1,2010-11-17,Colon,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Colon,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,139,GVF-CM-ECO06544LU1,NA,GVF-CM-ECO06544LU1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,140,GVF-CM-ECO06544LV1,NA,GVF-CM-ECO06544LV1,2010-11-17,Liver,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Liver,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,141,GVF-CM-ECO06544OR1,NA,GVF-CM-ECO06544OR1,2010-11-17,Oral swab,oral/nasal/oropharyngeal swabs,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Oral swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,148,GVF-CM-ECO06544P,GVF-CM-ECO06544P1,GVF-CM-ECO06544P1,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,148,GVF-CM-ECO06544P,GVF-CM-ECO06544P2,GVF-CM-ECO06544P2,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,148,GVF-CM-ECO06544P,GVF-CM-ECO06544P3,GVF-CM-ECO06544P3,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,148,GVF-CM-ECO06544P,GVF-CM-ECO06544P4,GVF-CM-ECO06544P4,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
